Site,Year,Season,SurveyType,TideZone,Transect,Quad,Species,Density
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,Sypharochiton pelliserpentis,31.6221666120692
PaiaPoint,2006,Summer,Quads_All_species,High,1,5,Sypharochiton pelliserpentis,17.958267458706
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,High,3,1,Sypharochiton pelliserpentis,18.0537901579544
PaiaPoint,2006,Summer,Quads_All_species,High,1,1,Sypharochiton pelliserpentis,6.28539361054709
PaiaPoint,2006,Winter,Quads_All_species,High,2,1,Sypharochiton pelliserpentis,52.3177271629353
PaiaPoint,2006,Winter,Quads_All_species,Mid,2,2,Sypharochiton pelliserpentis,91.73277161339
PaiaPoint,2005,Winter,Quads_All_species,Mid,1,2,Sypharochiton pelliserpentis,23.0220812479341
PaiaPoint,2005,Winter,Quads_All_species,Mid,1,4,Sypharochiton pelliserpentis,15.3928006788908
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,High,3,2,Sypharochiton pelliserpentis,49.7305868087242
PaiaPoint,2006,Winter,Quads_All_species,Mid,1,5,Sypharochiton pelliserpentis,29.0923932831037
PaiaPoint,2006,Summer,Quads_All_species,Mid,1,3,Sypharochiton pelliserpentis,16.255328303139
PaiaPoint,2006,Winter,Quads_All_species,High,2,5,Sypharochiton pelliserpentis,42.9634499961447
PaiaPoint,2005,Winter,Quads_All_species,Mid,2,4,Sypharochiton pelliserpentis,0
PaiaPoint,2005,Winter,Quads_All_species,Mid,1,1,Sypharochiton pelliserpentis,7.07106781186548
PaiaPoint,2006,Winter,Quads_All_species,Mid,2,4,Sypharochiton pelliserpentis,31.780080053328
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,High,3,2,Sypharochiton pelliserpentis,0
PaiaPoint,2005,Winter,Quads_All_species,High,1,2,Sypharochiton pelliserpentis,13.3102452929232
PaiaPoint,2006,Winter,Quads_All_species,High,1,4,Sypharochiton pelliserpentis,25.5677028225644
PaiaPoint,2005,Winter,Quads_All_species,High,1,3,Sypharochiton pelliserpentis,3.42839651484387
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,High,3,3,Sypharochiton pelliserpentis,0
PaiaPoint,2006,Winter,Quads_All_species,Mid,2,1,Sypharochiton pelliserpentis,71.6057499935744
PaiaPoint,2005,Winter,Quads_All_species,High,2,1,Sypharochiton pelliserpentis,6.32050754133227
PaiaPoint,2005,Winter,Quads_All_species,High,2,3,Sypharochiton pelliserpentis,6.53971589536691
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,High,3,1,Sypharochiton pelliserpentis,6.25066767899711
PaiaPoint,2006,Winter,Quads_All_species,High,1,2,Sypharochiton pelliserpentis,28.4621597458736
PaiaPoint,2006,Winter,Quads_All_species,Mid,1,3,Sypharochiton pelliserpentis,20.4464611427435
PaiaPoint,2006,Summer,Quads_All_species,Mid,2,1,Sypharochiton pelliserpentis,71.8826783084667
PaiaPoint,2006,Summer,Quads_All_species,High,1,3,Sypharochiton pelliserpentis,0
PaiaPoint,2006,Summer,Quads_All_species,Mid,1,5,Sypharochiton pelliserpentis,0
PaiaPoint,2006,Summer,Quads_All_species,High,2,5,Sypharochiton pelliserpentis,58.0974220218136
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,Sypharochiton pelliserpentis,9.58788855846166
PaiaPoint,2006,Summer,Quads_All_species,High,2,2,Sypharochiton pelliserpentis,42.7829312986819
PaiaPoint,2006,Winter,Quads_All_species,High,1,1,Sypharochiton pelliserpentis,3.42839651484387
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Sypharochiton pelliserpentis,3.72161463782393
PaiaPoint,2006,Winter,Quads_All_species,Mid,1,1,Sypharochiton pelliserpentis,9.69746442770122
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Sypharochiton pelliserpentis,33.7163498314115
PaiaPoint,2005,Winter,Quads_All_species,High,1,1,Sypharochiton pelliserpentis,0
PaiaPoint,2006,Summer,Quads_All_species,High,2,3,Sypharochiton pelliserpentis,35.3553390593274
PaiaPoint,2005,Winter,Quads_All_species,High,2,5,Sypharochiton pelliserpentis,10.6733099047026
PaiaPoint,2005,Winter,Quads_All_species,Mid,2,2,Sypharochiton pelliserpentis,16.1624407128354
PaiaPoint,2005,Winter,Quads_All_species,High,2,2,Sypharochiton pelliserpentis,33.6050747494597
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Sypharochiton pelliserpentis,39.6340106652332
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Sypharochiton pelliserpentis,10.7408624990362
PaiaPoint,2006,Summer,Quads_All_species,High,2,4,Sypharochiton pelliserpentis,15.7134840263677
PaiaPoint,2006,Summer,Quads_All_species,Mid,1,2,Sypharochiton pelliserpentis,12.2310362151187
PaiaPoint,2006,Winter,Quads_All_species,Mid,2,5,Sypharochiton pelliserpentis,29.1966670941542
PaiaPoint,2006,Winter,Quads_All_species,High,2,4,Sypharochiton pelliserpentis,6.85679302968773
PaiaPoint,2005,Winter,Quads_All_species,High,2,4,Sypharochiton pelliserpentis,23.4307572464181
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Sypharochiton pelliserpentis,27.5944109731336
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,High,3,5,Sypharochiton pelliserpentis,3.42839651484387
PaiaPoint,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,3,Sypharochiton pelliserpentis,26.2238276466534
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Sypharochiton pelliserpentis,0
PaiaPoint,2006,Summer,Quads_Large_&_Rare_species_only,High,3,2,Sypharochiton pelliserpentis,42.6201347564494
PaiaPoint,2006,Winter,Quads_All_species,Mid,2,3,Sypharochiton pelliserpentis,9.69746442770122
PaiaPoint,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,1,Sypharochiton pelliserpentis,30.5775905377966
PaiaPoint,2006,Summer,Quads_Large_&_Rare_species_only,High,3,1,Sypharochiton pelliserpentis,32.2225874971085
PaiaPoint,2006,Summer,Quads_Large_&_Rare_species_only,High,3,4,Sypharochiton pelliserpentis,7.20618375731513
PaiaPoint,2006,Summer,Quads_Large_&_Rare_species_only,High,3,3,Sypharochiton pelliserpentis,30.169889330626
PaiaPoint,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,5,Sypharochiton pelliserpentis,10.9487501603078
PaiaPoint,2006,Summer,Quads_All_species,Mid,1,4,Sypharochiton pelliserpentis,3.34725103520259
PaiaPoint,2006,Summer,Quads_Large_&_Rare_species_only,High,3,5,Sypharochiton pelliserpentis,3.64958338676928
PaiaPoint,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,4,Sypharochiton pelliserpentis,3.69729035914535
Rakautara,2006,Summer,Quads_All_species,High,2,1,Sypharochiton pelliserpentis,13.2324076011518
Rakautara,2006,Summer,Quads_All_species,Mid,2,4,Sypharochiton pelliserpentis,58.1847865662073
Rakautara,2006,Winter,Quads_Large_&_Rare_species_only,High,3,3,Sypharochiton pelliserpentis,49.0645521639645
Rakautara,2006,Winter,Quads_All_species,Mid,1,2,Sypharochiton pelliserpentis,23.693630364366
Rakautara,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Sypharochiton pelliserpentis,58.925565098879
Rakautara,2005,Winter,Quads_All_species,Mid,2,3,Sypharochiton pelliserpentis,48.4873221385061
Rakautara,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Sypharochiton pelliserpentis,27.2619481903247
Rakautara,2006,Winter,Quads_All_species,Mid,1,1,Sypharochiton pelliserpentis,21.8773368764899
Rakautara,2006,Summer,Quads_All_species,Mid,2,2,Sypharochiton pelliserpentis,150.525735394218
Rakautara,2006,Summer,Quads_All_species,High,2,2,Sypharochiton pelliserpentis,23.6798549978751
Rakautara,2006,Winter,Quads_Large_&_Rare_species_only,High,3,1,Sypharochiton pelliserpentis,46.5858585252314
Rakautara,2005,Winter,Quads_Large_&_Rare_species_only,High,3,1,Sypharochiton pelliserpentis,50.5076272276105
Rakautara,2006,Winter,Quads_Large_&_Rare_species_only,High,3,5,Sypharochiton pelliserpentis,50.0606570751538
Rakautara,2006,Winter,Quads_All_species,High,2,5,Sypharochiton pelliserpentis,61.0451897427235
Rakautara,2005,Winter,Quads_All_species,Mid,1,2,Sypharochiton pelliserpentis,28.763665675385
Rakautara,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Sypharochiton pelliserpentis,115.388569268253
Rakautara,2006,Winter,Quads_All_species,Mid,1,5,Sypharochiton pelliserpentis,36.1075803159088
Rakautara,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Sypharochiton pelliserpentis,28.763665675385
Rakautara,2005,Winter,Quads_All_species,High,1,2,Sypharochiton pelliserpentis,61.6623922930449
Rakautara,2006,Summer,Quads_All_species,Mid,1,1,Sypharochiton pelliserpentis,84.7161747508521
Rakautara,2006,Winter,Quads_All_species,Mid,1,3,Sypharochiton pelliserpentis,17.5860753870229
Rakautara,2005,Winter,Quads_All_species,High,2,2,Sypharochiton pelliserpentis,75.2389481459578
Rakautara,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Sypharochiton pelliserpentis,16.7610496281256
Rakautara,2006,Summer,Quads_All_species,High,2,5,Sypharochiton pelliserpentis,52.7582261610688
Rakautara,2005,Winter,Quads_All_species,Mid,1,5,Sypharochiton pelliserpentis,55.9107687449828
Rakautara,2006,Winter,Quads_All_species,Mid,1,4,Sypharochiton pelliserpentis,76.2721921279872
Rakautara,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,4,Sypharochiton pelliserpentis,11.6236731153953
Rakautara,2005,Winter,Quads_All_species,High,1,4,Sypharochiton pelliserpentis,12.4326467021811
Rakautara,2005,Winter,Quads_All_species,High,2,4,Sypharochiton pelliserpentis,22.5272956838192
Rakautara,2006,Summer,Quads_All_species,High,1,2,Sypharochiton pelliserpentis,57.6669607957961
Rakautara,2005,Winter,Quads_All_species,High,2,5,Sypharochiton pelliserpentis,79.5939291385863
Rakautara,2005,Winter,Quads_All_species,Mid,1,1,Sypharochiton pelliserpentis,88.944249205855
Rakautara,2005,Winter,Quads_Large_&_Rare_species_only,High,3,3,Sypharochiton pelliserpentis,32.6985794768346
Rakautara,2005,Winter,Quads_All_species,High,1,3,Sypharochiton pelliserpentis,24.5950184760538
Rakautara,2006,Summer,Quads_All_species,High,1,4,Sypharochiton pelliserpentis,35.7275005231098
Rakautara,2006,Summer,Quads_All_species,High,2,3,Sypharochiton pelliserpentis,15.4558859275748
Rakautara,2006,Winter,Quads_All_species,High,2,3,Sypharochiton pelliserpentis,69.3241942339752
Rakautara,2006,Winter,Quads_All_species,High,2,2,Sypharochiton pelliserpentis,24.5950184760538
Rakautara,2006,Summer,Quads_All_species,Mid,1,4,Sypharochiton pelliserpentis,21.6185512719454
Rakautara,2006,Summer,Quads_All_species,Mid,2,1,Sypharochiton pelliserpentis,108.487615743689
Rakautara,2006,Summer,Quads_Large_&_Rare_species_only,High,3,4,Sypharochiton pelliserpentis,21.2132034355964
Rakautara,2006,Winter,Quads_All_species,High,1,4,Sypharochiton pelliserpentis,17.3169007637522
Rakautara,2006,Winter,Quads_All_species,Mid,2,3,Sypharochiton pelliserpentis,87.0285269152674
Rakautara,2006,Winter,Quads_All_species,High,2,1,Sypharochiton pelliserpentis,65.5004176257012
Rakautara,2006,Winter,Quads_All_species,Mid,2,2,Sypharochiton pelliserpentis,91.8128176619182
Rakautara,2005,Winter,Quads_All_species,High,2,3,Sypharochiton pelliserpentis,25.0620124977511
Rakautara,2006,Summer,Quads_All_species,High,1,1,Sypharochiton pelliserpentis,3.32756132323081
Rakautara,2005,Winter,Quads_All_species,High,1,5,Sypharochiton pelliserpentis,10.7408624990362
Rakautara,2006,Winter,Quads_All_species,Mid,2,1,Sypharochiton pelliserpentis,39.8880748361642
Rakautara,2006,Summer,Quads_All_species,Mid,2,3,Sypharochiton pelliserpentis,18.6080731891197
Rakautara,2006,Summer,Quads_Large_&_Rare_species_only,High,3,2,Sypharochiton pelliserpentis,14.2310798729368
Rakautara,2006,Winter,Quads_All_species,High,1,5,Sypharochiton pelliserpentis,3.42839651484387
Rakautara,2006,Summer,Quads_All_species,High,1,5,Sypharochiton pelliserpentis,22.7411226110246
Rakautara,2005,Winter,Quads_All_species,Mid,1,3,Sypharochiton pelliserpentis,6.77467574789507
Rakautara,2006,Summer,Quads_Large_&_Rare_species_only,High,3,1,Sypharochiton pelliserpentis,3.87455770513177
Rakautara,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Sypharochiton pelliserpentis,3.60309187865757
Rakautara,2006,Summer,Quads_All_species,Mid,1,3,Sypharochiton pelliserpentis,3.60309187865757
Rakautara,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,Sypharochiton pelliserpentis,37.2979401065432
Rakautara,2006,Summer,Quads_All_species,High,2,4,Sypharochiton pelliserpentis,3.69729035914535
Rakautara,2006,Winter,Quads_All_species,High,1,1,Sypharochiton pelliserpentis,0
Rakautara,2005,Winter,Quads_All_species,Mid,2,4,Sypharochiton pelliserpentis,31.5864958093483
Rakautara,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Sypharochiton pelliserpentis,42.5784728456416
Rakautara,2005,Winter,Quads_All_species,Mid,2,2,Sypharochiton pelliserpentis,48.586478216499
Rakautara,2006,Winter,Quads_All_species,Mid,2,4,Sypharochiton pelliserpentis,48.7659849094171
Rakautara,2006,Winter,Quads_All_species,High,2,4,Sypharochiton pelliserpentis,7.39458071829069
Rakautara,2006,Summer,Quads_All_species,High,1,3,Sypharochiton pelliserpentis,5.9234075910915
Rakautara,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Sypharochiton pelliserpentis,37.9654647616938
Rakautara,2006,Winter,Quads_Large_&_Rare_species_only,High,3,2,Sypharochiton pelliserpentis,9.07516724517494
Rakautara,2005,Winter,Quads_All_species,Mid,2,1,Sypharochiton pelliserpentis,41.3141040693264
Rakautara,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,1,Sypharochiton pelliserpentis,11.9511005270966
Rakautara,2005,Winter,Quads_All_species,Mid,1,4,Sypharochiton pelliserpentis,14.4123675146303
Rakautara,2005,Winter,Quads_Large_&_Rare_species_only,High,3,2,Sypharochiton pelliserpentis,27.7637018379994
Rakautara,2005,Winter,Quads_All_species,Mid,2,5,Sypharochiton pelliserpentis,43.7732769305958
Rakautara,2005,Winter,Quads_All_species,High,1,1,Sypharochiton pelliserpentis,6.25066767899711
Rakautara,2005,Winter,Quads_Large_&_Rare_species_only,High,3,4,Sypharochiton pelliserpentis,18.5470631130898
Rakautara,2006,Summer,Quads_All_species,Mid,2,5,Sypharochiton pelliserpentis,73.9247998513209
Rakautara,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,Sypharochiton pelliserpentis,0
Rakautara,2006,Summer,Quads_All_species,Mid,1,5,Sypharochiton pelliserpentis,10.4756560175785
Rakautara,2006,Winter,Quads_All_species,High,1,3,Sypharochiton pelliserpentis,3.79654647616938
Rakautara,2006,Winter,Quads_All_species,High,1,2,Sypharochiton pelliserpentis,14.142135623731
Rakautara,2005,Winter,Quads_All_species,High,2,1,Sypharochiton pelliserpentis,32.2225874971085
Rakautara,2006,Summer,Quads_Large_&_Rare_species_only,High,3,5,Sypharochiton pelliserpentis,10.4113881892498
Rakautara,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Sypharochiton pelliserpentis,11.3137084989848
Rakautara,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,2,Sypharochiton pelliserpentis,10.5407222040231
Rakautara,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,5,Sypharochiton pelliserpentis,28.6422999974298
Rakautara,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Sypharochiton pelliserpentis,6.73435029701474
Rakautara,2006,Winter,Quads_All_species,Mid,2,5,Sypharochiton pelliserpentis,21.8975003206157
Rakautara,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,3,Sypharochiton pelliserpentis,7.64439763444916
Rakautara,2006,Summer,Quads_Large_&_Rare_species_only,High,3,3,Sypharochiton pelliserpentis,0
Rakautara,2006,Summer,Quads_All_species,Mid,1,2,Sypharochiton pelliserpentis,24.5950184760538
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,5,Sypharochiton pelliserpentis,34.1897784309979
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Sypharochiton pelliserpentis,36.3891209031674
TaurangaHead,2006,Summer,Quads_All_species,High,2,2,Sypharochiton pelliserpentis,87.2450157881909
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,1,Sypharochiton pelliserpentis,47.4701055901458
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,1,Sypharochiton pelliserpentis,46.0441624958682
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Sypharochiton pelliserpentis,83.2734889519183
TaurangaHead,2006,Summer,Quads_All_species,High,2,1,Sypharochiton pelliserpentis,94.2809041582063
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,3,Sypharochiton pelliserpentis,65.419402885286
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,5,Sypharochiton pelliserpentis,100.626734245778
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Sypharochiton pelliserpentis,141.42135623731
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,3,Sypharochiton pelliserpentis,130.042626425112
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,1,Sypharochiton pelliserpentis,44.9376272155937
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,2,Sypharochiton pelliserpentis,56.8392053776746
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Sypharochiton pelliserpentis,109.280138910648
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,Sypharochiton pelliserpentis,56.5685424949238
TaurangaHead,2005,Winter,Quads_All_species,High,2,2,Sypharochiton pelliserpentis,75.4247233265651
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,3,Sypharochiton pelliserpentis,22.4988521286629
TaurangaHead,2006,Winter,Quads_All_species,High,1,3,Sypharochiton pelliserpentis,31.97352401887
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,2,Sypharochiton pelliserpentis,51.1161528568589
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,2,Sypharochiton pelliserpentis,51.9228167827803
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,2,Sypharochiton pelliserpentis,109.809523666617
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,2,Sypharochiton pelliserpentis,66.2265863355206
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,1,Sypharochiton pelliserpentis,113.137084989848
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,3,Sypharochiton pelliserpentis,29.5998187473439
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Sypharochiton pelliserpentis,24.7487373415292
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,4,Sypharochiton pelliserpentis,104.756560175785
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,5,Sypharochiton pelliserpentis,43.0053247037432
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,5,Sypharochiton pelliserpentis,83.8052481406279
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,2,Sypharochiton pelliserpentis,13.0945700219731
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Sypharochiton pelliserpentis,25.3291981320554
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,5,Sypharochiton pelliserpentis,31.2102303420269
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,4,Sypharochiton pelliserpentis,63.560160106656
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,4,Sypharochiton pelliserpentis,69.4092545949985
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,1,Sypharochiton pelliserpentis,56.5685424949238
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Sypharochiton pelliserpentis,58.3933341883084
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,3,Sypharochiton pelliserpentis,122.068960120625
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,2,Sypharochiton pelliserpentis,78.8531198414089
TaurangaHead,2005,Winter,Quads_All_species,High,2,3,Sypharochiton pelliserpentis,52.0569409462489
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,3,Sypharochiton pelliserpentis,25.712973861329
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,4,Sypharochiton pelliserpentis,62.1957797064607
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,4,Sypharochiton pelliserpentis,69.8787877878471
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,4,Sypharochiton pelliserpentis,24.0717202106059
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Sypharochiton pelliserpentis,133.890041408104
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,5,Sypharochiton pelliserpentis,48.8863947486996
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,2,Sypharochiton pelliserpentis,73.3295921230494
TaurangaHead,2006,Summer,Quads_All_species,High,2,4,Sypharochiton pelliserpentis,21.1753902387415
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,3,Sypharochiton pelliserpentis,110.198459405696
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,1,Sypharochiton pelliserpentis,58.925565098879
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,1,Sypharochiton pelliserpentis,155.218561723876
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,3,Sypharochiton pelliserpentis,90.5096679918781
TaurangaHead,2006,Winter,Quads_All_species,High,1,1,Sypharochiton pelliserpentis,33.818150404574
TaurangaHead,2006,Winter,Quads_All_species,High,1,4,Sypharochiton pelliserpentis,35.5573695682378
TaurangaHead,2006,Winter,Quads_All_species,High,2,4,Sypharochiton pelliserpentis,20.0835062112155
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,2,Sypharochiton pelliserpentis,91.8320495047464
TaurangaHead,2005,Winter,Quads_All_species,High,2,1,Sypharochiton pelliserpentis,75.2067327967195
TaurangaHead,2006,Winter,Quads_All_species,High,2,1,Sypharochiton pelliserpentis,78.476590744403
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,5,Sypharochiton pelliserpentis,13.9675413567713
TaurangaHead,2005,Winter,Quads_All_species,High,2,4,Sypharochiton pelliserpentis,3.5577699682342
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,1,Sypharochiton pelliserpentis,7.74911541026353
TaurangaHead,2006,Summer,Quads_All_species,High,1,5,Sypharochiton pelliserpentis,60.7077041408938
TaurangaHead,2005,Winter,Quads_All_species,High,1,1,Sypharochiton pelliserpentis,10.8785658644084
TaurangaHead,2005,Winter,Quads_All_species,High,1,4,Sypharochiton pelliserpentis,14.7891614365814
TaurangaHead,2006,Summer,Quads_All_species,High,1,3,Sypharochiton pelliserpentis,32.6985794768346
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,2,Sypharochiton pelliserpentis,69.8787877878471
TaurangaHead,2006,Summer,Quads_All_species,High,1,2,Sypharochiton pelliserpentis,21.3466198094052
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,3,Sypharochiton pelliserpentis,9.80957384305037
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,4,Sypharochiton pelliserpentis,18.1503344903499
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,5,Sypharochiton pelliserpentis,67.7467574789507
TaurangaHead,2005,Winter,Quads_All_species,High,1,5,Sypharochiton pelliserpentis,55.6411893392693
TaurangaHead,2006,Winter,Quads_All_species,High,2,3,Sypharochiton pelliserpentis,3.77123616632825
TaurangaHead,2006,Winter,Quads_All_species,High,1,5,Sypharochiton pelliserpentis,26.7780082816207
TaurangaHead,2006,Summer,Quads_All_species,High,2,3,Sypharochiton pelliserpentis,88.1982651802576
TaurangaHead,2006,Winter,Quads_All_species,High,2,5,Sypharochiton pelliserpentis,24.1451096014919
TaurangaHead,2005,Winter,Quads_All_species,High,1,3,Sypharochiton pelliserpentis,104.434232298321
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,5,Sypharochiton pelliserpentis,19.3949288554024
TaurangaHead,2006,Summer,Quads_All_species,High,1,4,Sypharochiton pelliserpentis,8.35988312732864
TaurangaHead,2006,Winter,Quads_All_species,High,1,2,Sypharochiton pelliserpentis,60.7232942035905
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,4,Sypharochiton pelliserpentis,34.1897784309979
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,Sypharochiton pelliserpentis,36.4958338676928
TaurangaHead,2006,Summer,Quads_All_species,High,1,1,Sypharochiton pelliserpentis,38.6493147480846
TaurangaHead,2006,Winter,Quads_All_species,High,2,2,Sypharochiton pelliserpentis,63.1729916186966
TaurangaHead,2005,Winter,Quads_All_species,High,1,2,Sypharochiton pelliserpentis,37.7123616632825
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,3,Sypharochiton pelliserpentis,40.6701939505988
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,1,Sypharochiton pelliserpentis,51.1524054475375
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Sypharochiton pelliserpentis,10.4113881892498
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,4,Sypharochiton pelliserpentis,37.9423150880586
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Sypharochiton pelliserpentis,11.846815182183
TaurangaHead,2006,Summer,Quads_All_species,High,2,5,Sypharochiton pelliserpentis,10.1620136218426
TaurangaHead,2005,Winter,Quads_All_species,High,2,5,Sypharochiton pelliserpentis,41.3916164597003
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,1,Sypharochiton pelliserpentis,7.25237724293895
CapeFoulwind,2006,Summer,Quads_All_species,Mid,1,1,Diloma bicanaliculata,0
CapeFoulwind,2006,Summer,Quads_All_species,High,2,1,Diloma bicanaliculata,0
CapeFoulwind,2006,Winter,Quads_All_species,Mid,1,2,Diloma bicanaliculata,7.07106781186548
CapeFoulwind,2005,Winter,Quads_All_species,Mid,1,5,Diloma bicanaliculata,9.69746442770122
CapeFoulwind,2006,Winter,Quads_All_species,Mid,1,5,Diloma bicanaliculata,0
CapeFoulwind,2006,Winter,Quads_All_species,High,1,1,Diloma bicanaliculata,0
CapeFoulwind,2006,Summer,Quads_All_species,Mid,2,1,Diloma bicanaliculata,0
CapeFoulwind,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Diloma bicanaliculata,20.3066562802291
CapeFoulwind,2006,Summer,Quads_All_species,Mid,2,4,Diloma bicanaliculata,15.4558859275748
CapeFoulwind,2005,Winter,Quads_All_species,Mid,1,4,Diloma bicanaliculata,7.49252218475812
CapeFoulwind,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,Diloma bicanaliculata,0
CapeFoulwind,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Diloma bicanaliculata,3.60309187865757
CapeFoulwind,2006,Winter,Quads_All_species,Mid,2,1,Diloma bicanaliculata,5.9234075910915
