published_data.originalid,published_data.originaltraitname,published_data.originaltraitdef,published_data.standardisedtraitname,published_data.standardisedtraitdef,published_data.originaltraitvalue,published_data.originaltraitunit,published_data.originalerrorpos,published_data.originalerrorneg,published_data.originalerrorunit,published_data.standardisedtraitvalue,published_data.standardisedtraitunit,published_data.standardisederrorpos,published_data.standardisederrorneg,published_data.standardisederrorunit,published_data.replicates,published_data.habitat,published_data.labfield,published_data.arenavalue,published_data.arenaunit,published_data.arenavaluesi,published_data.arenaunitsi,published_data.ambienttemp,published_data.ambienttempmethod,published_data.ambienttempunit,published_data.ambientlight,published_data.ambientlightunit,published_data.secondstressor,published_data.secondstressordef,published_data.secondstressorvalue,published_data.secondstressorunit,published_data.timestart,published_data.timeend,published_data.totalobstimevalue,published_data.totalobstimeunit,published_data.totalobstimevaluesi,published_data.totalobstimeunitsi,published_data.totalobstimenotes,published_data.resrepvalue,published_data.resrepunit,published_data.resrepvaluesi,published_data.resrepunitsi,published_data.locationtext,published_data.locationtype,published_data.originallocationdate,published_data.locationdate,published_data.locationdateprecision,published_data.coordinatetype,published_data.latitude,published_data.longitude,published_data.interactor1,published_data.interactor1common,published_data.interactor1wholepart,published_data.interactor1wholeparttype,published_data.interactor1number,published_data.interactor1kingdom,published_data.interactor1phylum,published_data.interactor1class,published_data.interactor1order,published_data.interactor1family,published_data.interactor1genus,published_data.interactor1species,published_data.interactor1stage,published_data.interactor1temp,published_data.interactor1tempunit,published_data.interactor1tempmethod,published_data.interactor1growthtemp,published_data.interactor1growthtempunit,published_data.interactor1growthdur,published_data.interactor1growthdurunit,published_data.interactor1growthtype,published_data.interactor1acc,published_data.interactor1acctemp,published_data.interactor1acctempnotes,published_data.interactor1acctime,published_data.interactor1acctimenotes,published_data.interactor1acctimeunit,published_data.interactor1origtemp,published_data.interactor1origtempnotes,published_data.interactor1origtime,published_data.interactor1origtimenotes,published_data.interactor1origtimeunit,published_data.interactor1equilibtimevalue,published_data.interactor1equilibtimeunit,published_data.interactor1size,published_data.interactor1sizeunit,published_data.interactor1sizetype,published_data.interactor1sizesi,published_data.interactor1sizeunitsi,published_data.interactor1denvalue,published_data.interactor1denunit,published_data.interactor1dentypesi,published_data.interactor1denvaluesi,published_data.interactor1denunitsi,published_data.interactor1massvaluesi,published_data.interactor1massunitsi,published_data.interactor2,published_data.interactor2common,published_data.interactor2kingdom,published_data.interactor2phylum,published_data.interactor2class,published_data.interactor2order,published_data.interactor2family,published_data.interactor2genus,published_data.interactor2species,published_data.interactor2stage,published_data.interactor2temp,published_data.interactor2tempunit,published_data.interactor2tempmethod,published_data.interactor2growthtemp,published_data.interactor2growthtempunit,published_data.interactor2growthdur,published_data.interactor2growthdurunit,published_data.interactor2growthtype,published_data.interactor2acc,published_data.interactor2acctemp,published_data.interactor2acctempnotes,published_data.interactor2acctime,published_data.interactor2acctimenotes,published_data.interactor2acctimeunit,published_data.interactor2origtemp,published_data.interactor2origtempnotes,published_data.interactor2origtime,published_data.interactor2origtimenotes,published_data.interactor2origtimeunit,published_data.interactor2equilibtimevalue,published_data.interactor2equilibtimeunit,published_data.interactor2size,published_data.interactor2sizeunit,published_data.interactor2sizetype,published_data.interactor2sizesi,published_data.interactor2sizeunitsi,published_data.interactor2denvalue,published_data.interactor2denunit,published_data.interactor2dentypesi,published_data.interactor2denvaluesi,published_data.interactor2denunitsi,published_data.interactor2massvaluesi,published_data.interactor2massunitsi,published_data.physicalprocess,published_data.physicalprocess_1,published_data.physicalprocess_2,published_data.figuretable,published_data.citation,published_data.doi,published_data.submittedby,published_data.contributoremail,published_data.notes
MTD2053,Foraging Velocity,Velocity of the whole animal when foraging for food,Foraging Velocity,Velocity of the whole animal when foraging for food,1.5,centimeter / (1 individual * 1 second),,,,0.015,meter / (individual * second),,,,,terrestrial,field,,,,,22.1728,direct,celsius,,,,,,,,,,not stated,,,,,,,,"Bah�a Kino, Sonora, Mexico",,,,0,,28.828,-111.936,Acromyrmex versicolor,desert leaf-cutter ant,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Acromyrmex,versicolor,adult (worker),22.1728,celsius,inferred (ambient),,,,,,field collected (at test temperature),,,,,,,,,,,,,5E-7,kilogram,wet body mass (point),5E-7,kilogram,,not stated,,,,5E-7,kilogram (wet body mass),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,body velocity,body movement,body movement,Fig 1,"Hurlbert A., F. Ballantyne & S. Powell 2008. Shaking a leg and hot to trot: the effects of body size and temperature on running speed in ants. Ecological Entomology 33, 144-154.",http://dx.doi.org/10.1111/j.1365-2311.2007.00962.x,Biotraits,null@null.invalid,
MTD2053,Foraging Velocity,Velocity of the whole animal when foraging for food,Foraging Velocity,Velocity of the whole animal when foraging for food,1.6,centimeter / (1 individual * 1 second),,,,0.016,meter / (individual * second),,,,,terrestrial,field,,,,,22.8,direct,celsius,,,,,,,,,,not stated,,,,,,,,"Bah�a Kino, Sonora, Mexico",,,,0,,28.828,-111.936,Acromyrmex versicolor,desert leaf-cutter ant,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Acromyrmex,versicolor,adult (worker),22.8,celsius,inferred (ambient),,,,,,field collected (at test temperature),,,,,,,,,,,,,8E-7,kilogram,wet body mass (point),8E-7,kilogram,,not stated,,,,8E-7,kilogram (wet body mass),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,body velocity,body movement,body movement,Fig 1,"Hurlbert A., F. Ballantyne & S. Powell 2008. Shaking a leg and hot to trot: the effects of body size and temperature on running speed in ants. Ecological Entomology 33, 144-154.",http://dx.doi.org/10.1111/j.1365-2311.2007.00962.x,Biotraits,null@null.invalid,
MTD2053,Foraging Velocity,Velocity of the whole animal when foraging for food,Foraging Velocity,Velocity of the whole animal when foraging for food,1.733333,centimeter / (1 individual * 1 second),,,,0.01733333,meter / (individual * second),,,,,terrestrial,field,,,,,23.7,direct,celsius,,,,,,,,,,not stated,,,,,,,,"Bah�a Kino, Sonora, Mexico",,,,0,,28.828,-111.936,Acromyrmex versicolor,desert leaf-cutter ant,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Acromyrmex,versicolor,adult (worker),23.7,celsius,inferred (ambient),,,,,,field collected (at test temperature),,,,,,,,,,,,,0.0000028,kilogram,wet body mass (point),0.0000028,kilogram,,not stated,,,,0.0000028,kilogram (wet body mass),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,body velocity,body movement,body movement,Fig 1,"Hurlbert A., F. Ballantyne & S. Powell 2008. Shaking a leg and hot to trot: the effects of body size and temperature on running speed in ants. Ecological Entomology 33, 144-154.",http://dx.doi.org/10.1111/j.1365-2311.2007.00962.x,Biotraits,null@null.invalid,
MTD2053,Foraging Velocity,Velocity of the whole animal when foraging for food,Foraging Velocity,Velocity of the whole animal when foraging for food,0.8666667,centimeter / (1 individual * 1 second),,,,0.008666667,meter / (individual * second),,,,,terrestrial,field,,,,,24.4,direct,celsius,,,,,,,,,,not stated,,,,,,,,"Bah�a Kino, Sonora, Mexico",,,,0,,28.828,-111.936,Acromyrmex versicolor,desert leaf-cutter ant,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Acromyrmex,versicolor,adult (worker),24.4,celsius,inferred (ambient),,,,,,field collected (at test temperature),,,,,,,,,,,,,5E-7,kilogram,wet body mass (point),5E-7,kilogram,,not stated,,,,5E-7,kilogram (wet body mass),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,body velocity,body movement,body movement,Fig 1,"Hurlbert A., F. Ballantyne & S. Powell 2008. Shaking a leg and hot to trot: the effects of body size and temperature on running speed in ants. Ecological Entomology 33, 144-154.",http://dx.doi.org/10.1111/j.1365-2311.2007.00962.x,Biotraits,null@null.invalid,
MTD2053,Foraging Velocity,Velocity of the whole animal when foraging for food,Foraging Velocity,Velocity of the whole animal when foraging for food,1.966667,centimeter / (1 individual * 1 second),,,,0.01966667,meter / (individual * second),,,,,terrestrial,field,,,,,24.4,direct,celsius,,,,,,,,,,not stated,,,,,,,,"Bah�a Kino, Sonora, Mexico",,,,0,,28.828,-111.936,Acromyrmex versicolor,desert leaf-cutter ant,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Acromyrmex,versicolor,adult (worker),24.4,celsius,inferred (ambient),,,,,,field collected (at test temperature),,,,,,,,,,,,,0.0000024,kilogram,wet body mass (point),0.0000024,kilogram,,not stated,,,,0.0000024,kilogram (wet body mass),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,body velocity,body movement,body movement,Fig 1,"Hurlbert A., F. Ballantyne & S. Powell 2008. Shaking a leg and hot to trot: the effects of body size and temperature on running speed in ants. Ecological Entomology 33, 144-154.",http://dx.doi.org/10.1111/j.1365-2311.2007.00962.x,Biotraits,null@null.invalid,
MTD2053,Foraging Velocity,Velocity of the whole animal when foraging for food,Foraging Velocity,Velocity of the whole animal when foraging for food,2.833333,centimeter / (1 individual * 1 second),,,,0.02833333,meter / (individual * second),,,,,terrestrial,field,,,,,24.6,direct,celsius,,,,,,,,,,not stated,,,,,,,,"Bah�a Kino, Sonora, Mexico",,,,0,,28.828,-111.936,Acromyrmex versicolor,desert leaf-cutter ant,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Acromyrmex,versicolor,adult (worker),24.6,celsius,inferred (ambient),,,,,,field collected (at test temperature),,,,,,,,,,,,,0.0000024,kilogram,wet body mass (point),0.0000024,kilogram,,not stated,,,,0.0000024,kilogram (wet body mass),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,body velocity,body movement,body movement,Fig 1,"Hurlbert A., F. Ballantyne & S. Powell 2008. Shaking a leg and hot to trot: the effects of body size and temperature on running speed in ants. Ecological Entomology 33, 144-154.",http://dx.doi.org/10.1111/j.1365-2311.2007.00962.x,Biotraits,null@null.invalid,
MTD2053,Foraging Velocity,Velocity of the whole animal when foraging for food,Foraging Velocity,Velocity of the whole animal when foraging for food,2.333333,centimeter / (1 individual * 1 second),,,,0.02333333,meter / (individual * second),,,,,terrestrial,field,,,,,25.2,direct,celsius,,,,,,,,,,not stated,,,,,,,,"Bah�a Kino, Sonora, Mexico",,,,0,,28.828,-111.936,Acromyrmex versicolor,desert leaf-cutter ant,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Acromyrmex,versicolor,adult (worker),25.2,celsius,inferred (ambient),,,,,,field collected (at test temperature),,,,,,,,,,,,,0.0000021,kilogram,wet body mass (point),0.0000021,kilogram,,not stated,,,,0.0000021,kilogram (wet body mass),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,body velocity,body movement,body movement,Fig 1,"Hurlbert A., F. Ballantyne & S. Powell 2008. Shaking a leg and hot to trot: the effects of body size and temperature on running speed in ants. Ecological Entomology 33, 144-154.",http://dx.doi.org/10.1111/j.1365-2311.2007.00962.x,Biotraits,null@null.invalid,
MTD2053,Foraging Velocity,Velocity of the whole animal when foraging for food,Foraging Velocity,Velocity of the whole animal when foraging for food,1.033333,centimeter / (1 individual * 1 second),,,,0.01033333,meter / (individual * second),,,,,terrestrial,field,,,,,25.4,direct,celsius,,,,,,,,,,not stated,,,,,,,,"Bah�a Kino, Sonora, Mexico",,,,0,,28.828,-111.936,Acromyrmex versicolor,desert leaf-cutter ant,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Acromyrmex,versicolor,adult (worker),25.4,celsius,inferred (ambient),,,,,,field collected (at test temperature),,,,,,,,,,,,,3E-7,kilogram,wet body mass (point),3E-7,kilogram,,not stated,,,,3E-7,kilogram (wet body mass),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,body velocity,body movement,body movement,Fig 1,"Hurlbert A., F. Ballantyne & S. Powell 2008. Shaking a leg and hot to trot: the effects of body size and temperature on running speed in ants. Ecological Entomology 33, 144-154.",http://dx.doi.org/10.1111/j.1365-2311.2007.00962.x,Biotraits,null@null.invalid,
MTD2053,Foraging Velocity,Velocity of the whole animal when foraging for food,Foraging Velocity,Velocity of the whole animal when foraging for food,1.4,centimeter / (1 individual * 1 second),,,,0.014,meter / (individual * second),,,,,terrestrial,field,,,,,25.4,direct,celsius,,,,,,,,,,not stated,,,,,,,,"Bah�a Kino, Sonora, Mexico",,,,0,,28.828,-111.936,Acromyrmex versicolor,desert leaf-cutter ant,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Acromyrmex,versicolor,adult (worker),25.4,celsius,inferred (ambient),,,,,,field collected (at test temperature),,,,,,,,,,,,,0.0000025,kilogram,wet body mass (point),0.0000025,kilogram,,not stated,,,,0.0000025,kilogram (wet body mass),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,body velocity,body movement,body movement,Fig 1,"Hurlbert A., F. Ballantyne & S. Powell 2008. Shaking a leg and hot to trot: the effects of body size and temperature on running speed in ants. Ecological Entomology 33, 144-154.",http://dx.doi.org/10.1111/j.1365-2311.2007.00962.x,Biotraits,null@null.invalid,
MTD2053,Foraging Velocity,Velocity of the whole animal when foraging for food,Foraging Velocity,Velocity of the whole animal when foraging for food,1.366667,centimeter / (1 individual * 1 second),,,,0.01366667,meter / (individual * second),,,,,terrestrial,field,,,,,25.4532,direct,celsius,,,,,,,,,,not stated,,,,,,,,"Bah�a Kino, Sonora, Mexico",,,,0,,28.828,-111.936,Acromyrmex versicolor,desert leaf-cutter ant,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Acromyrmex,versicolor,adult (worker),25.4532,celsius,inferred (ambient),,,,,,field collected (at test temperature),,,,,,,,,,,,,4E-7,kilogram,wet body mass (point),4E-7,kilogram,,not stated,,,,4E-7,kilogram (wet body mass),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,body velocity,body movement,body movement,Fig 1,"Hurlbert A., F. Ballantyne & S. Powell 2008. Shaking a leg and hot to trot: the effects of body size and temperature on running speed in ants. Ecological Entomology 33, 144-154.",http://dx.doi.org/10.1111/j.1365-2311.2007.00962.x,Biotraits,null@null.invalid,
MTD2053,Foraging Velocity,Velocity of the whole animal when foraging for food,Foraging Velocity,Velocity of the whole animal when foraging for food,3.033333,centimeter / (1 individual * 1 second),,,,0.03033333,meter / (individual * second),,,,,terrestrial,field,,,,,25.6,direct,celsius,,,,,,,,,,not stated,,,,,,,,"Bah�a Kino, Sonora, Mexico",,,,0,,28.828,-111.936,Acromyrmex versicolor,desert leaf-cutter ant,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Acromyrmex,versicolor,adult (worker),25.6,celsius,inferred (ambient),,,,,,field collected (at test temperature),,,,,,,,,,,,,0.000002,kilogram,wet body mass (point),0.000002,kilogram,,not stated,,,,0.000002,kilogram (wet body mass),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,body velocity,body movement,body movement,Fig 1,"Hurlbert A., F. Ballantyne & S. Powell 2008. Shaking a leg and hot to trot: the effects of body size and temperature on running speed in ants. Ecological Entomology 33, 144-154.",http://dx.doi.org/10.1111/j.1365-2311.2007.00962.x,Biotraits,null@null.invalid,
MTD2053,Foraging Velocity,Velocity of the whole animal when foraging for food,Foraging Velocity,Velocity of the whole animal when foraging for food,2.066667,centimeter / (1 individual * 1 second),,,,0.02066667,meter / (individual * second),,,,,terrestrial,field,,,,,26.176,direct,celsius,,,,,,,,,,not stated,,,,,,,,"Bah�a Kino, Sonora, Mexico",,,,0,,28.828,-111.936,Acromyrmex versicolor,desert leaf-cutter ant,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Acromyrmex,versicolor,adult (worker),26.176,celsius,inferred (ambient),,,,,,field collected (at test temperature),,,,,,,,,,,,,0.000006,kilogram,wet body mass (point),0.000006,kilogram,,not stated,,,,0.000006,kilogram (wet body mass),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,body velocity,body movement,body movement,Fig 1,"Hurlbert A., F. Ballantyne & S. Powell 2008. Shaking a leg and hot to trot: the effects of body size and temperature on running speed in ants. Ecological Entomology 33, 144-154.",http://dx.doi.org/10.1111/j.1365-2311.2007.00962.x,Biotraits,null@null.invalid,
MTD2053,Foraging Velocity,Velocity of the whole animal when foraging for food,Foraging Velocity,Velocity of the whole animal when foraging for food,2.9,centimeter / (1 individual * 1 second),,,,0.029,meter / (individual * second),,,,,terrestrial,field,,,,,26.2,direct,celsius,,,,,,,,,,not stated,,,,,,,,"Bah�a Kino, Sonora, Mexico",,,,0,,28.828,-111.936,Acromyrmex versicolor,desert leaf-cutter ant,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Acromyrmex,versicolor,adult (worker),26.2,celsius,inferred (ambient),,,,,,field collected (at test temperature),,,,,,,,,,,,,0.0000022,kilogram,wet body mass (point),0.0000022,kilogram,,not stated,,,,0.0000022,kilogram (wet body mass),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,body velocity,body movement,body movement,Fig 1,"Hurlbert A., F. Ballantyne & S. Powell 2008. Shaking a leg and hot to trot: the effects of body size and temperature on running speed in ants. Ecological Entomology 33, 144-154.",http://dx.doi.org/10.1111/j.1365-2311.2007.00962.x,Biotraits,null@null.invalid,
MTD2053,Foraging Velocity,Velocity of the whole animal when foraging for food,Foraging Velocity,Velocity of the whole animal when foraging for food,2.033333,centimeter / (1 individual * 1 second),,,,0.02033333,meter / (individual * second),,,,,terrestrial,field,,,,,26.7876,direct,celsius,,,,,,,,,,not stated,,,,,,,,"Bah�a Kino, Sonora, Mexico",,,,0,,28.828,-111.936,Acromyrmex versicolor,desert leaf-cutter ant,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Acromyrmex,versicolor,adult (worker),26.7876,celsius,inferred (ambient),,,,,,field collected (at test temperature),,,,,,,,,,,,,0.0000022,kilogram,wet body mass (point),0.0000022,kilogram,,not stated,,,,0.0000022,kilogram (wet body mass),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,body velocity,body movement,body movement,Fig 1,"Hurlbert A., F. Ballantyne & S. Powell 2008. Shaking a leg and hot to trot: the effects of body size and temperature on running speed in ants. Ecological Entomology 33, 144-154.",http://dx.doi.org/10.1111/j.1365-2311.2007.00962.x,Biotraits,null@null.invalid,
MTD2053,Foraging Velocity,Velocity of the whole animal when foraging for food,Foraging Velocity,Velocity of the whole animal when foraging for food,1.833333,centimeter / (1 individual * 1 second),,,,0.01833333,meter / (individual * second),,,,,terrestrial,field,,,,,26.8,direct,celsius,,,,,,,,,,not stated,,,,,,,,"Bah�a Kino, Sonora, Mexico",,,,0,,28.828,-111.936,Acromyrmex versicolor,desert leaf-cutter ant,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Acromyrmex,versicolor,adult (worker),26.8,celsius,inferred (ambient),,,,,,field collected (at test temperature),,,,,,,,,,,,,0.0000022,kilogram,wet body mass (point),0.0000022,kilogram,,not stated,,,,0.0000022,kilogram (wet body mass),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,body velocity,body movement,body movement,Fig 1,"Hurlbert A., F. Ballantyne & S. Powell 2008. Shaking a leg and hot to trot: the effects of body size and temperature on running speed in ants. Ecological Entomology 33, 144-154.",http://dx.doi.org/10.1111/j.1365-2311.2007.00962.x,Biotraits,null@null.invalid,
MTD2053,Foraging Velocity,Velocity of the whole animal when foraging for food,Foraging Velocity,Velocity of the whole animal when foraging for food,1.866667,centimeter / (1 individual * 1 second),,,,0.01866667,meter / (individual * second),,,,,terrestrial,field,,,,,26.8,direct,celsius,,,,,,,,,,not stated,,,,,,,,"Bah�a Kino, Sonora, Mexico",,,,0,,28.828,-111.936,Acromyrmex versicolor,desert leaf-cutter ant,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Acromyrmex,versicolor,adult (worker),26.8,celsius,inferred (ambient),,,,,,field collected (at test temperature),,,,,,,,,,,,,0.0000011,kilogram,wet body mass (point),0.0000011,kilogram,,not stated,,,,0.0000011,kilogram (wet body mass),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,body velocity,body movement,body movement,Fig 1,"Hurlbert A., F. Ballantyne & S. Powell 2008. Shaking a leg and hot to trot: the effects of body size and temperature on running speed in ants. Ecological Entomology 33, 144-154.",http://dx.doi.org/10.1111/j.1365-2311.2007.00962.x,Biotraits,null@null.invalid,
MTD2053,Foraging Velocity,Velocity of the whole animal when foraging for food,Foraging Velocity,Velocity of the whole animal when foraging for food,2.3,centimeter / (1 individual * 1 second),,,,0.023,meter / (individual * second),,,,,terrestrial,field,,,,,26.9,direct,celsius,,,,,,,,,,not stated,,,,,,,,"Bah�a Kino, Sonora, Mexico",,,,0,,28.828,-111.936,Acromyrmex versicolor,desert leaf-cutter ant,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Acromyrmex,versicolor,adult (worker),26.9,celsius,inferred (ambient),,,,,,field collected (at test temperature),,,,,,,,,,,,,0.000001,kilogram,wet body mass (point),0.000001,kilogram,,not stated,,,,0.000001,kilogram (wet body mass),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,body velocity,body movement,body movement,Fig 1,"Hurlbert A., F. Ballantyne & S. Powell 2008. Shaking a leg and hot to trot: the effects of body size and temperature on running speed in ants. Ecological Entomology 33, 144-154.",http://dx.doi.org/10.1111/j.1365-2311.2007.00962.x,Biotraits,null@null.invalid,
MTD2053,Foraging Velocity,Velocity of the whole animal when foraging for food,Foraging Velocity,Velocity of the whole animal when foraging for food,2.333333,centimeter / (1 individual * 1 second),,,,0.02333333,meter / (individual * second),,,,,terrestrial,field,,,,,27.4,direct,celsius,,,,,,,,,,not stated,,,,,,,,"Bah�a Kino, Sonora, Mexico",,,,0,,28.828,-111.936,Acromyrmex versicolor,desert leaf-cutter ant,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Acromyrmex,versicolor,adult (worker),27.4,celsius,inferred (ambient),,,,,,field collected (at test temperature),,,,,,,,,,,,,4E-7,kilogram,wet body mass (point),4E-7,kilogram,,not stated,,,,4E-7,kilogram (wet body mass),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,body velocity,body movement,body movement,Fig 1,"Hurlbert A., F. Ballantyne & S. Powell 2008. Shaking a leg and hot to trot: the effects of body size and temperature on running speed in ants. Ecological Entomology 33, 144-154.",http://dx.doi.org/10.1111/j.1365-2311.2007.00962.x,Biotraits,null@null.invalid,
MTD2053,Foraging Velocity,Velocity of the whole animal when foraging for food,Foraging Velocity,Velocity of the whole animal when foraging for food,2.433333,centimeter / (1 individual * 1 second),,,,0.02433333,meter / (individual * second),,,,,terrestrial,field,,,,,27.4,direct,celsius,,,,,,,,,,not stated,,,,,,,,"Bah�a Kino, Sonora, Mexico",,,,0,,28.828,-111.936,Acromyrmex versicolor,desert leaf-cutter ant,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Acromyrmex,versicolor,adult (worker),27.4,celsius,inferred (ambient),,,,,,field collected (at test temperature),,,,,,,,,,,,,0.0000028,kilogram,wet body mass (point),0.0000028,kilogram,,not stated,,,,0.0000028,kilogram (wet body mass),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,body velocity,body movement,body movement,Fig 1,"Hurlbert A., F. Ballantyne & S. Powell 2008. Shaking a leg and hot to trot: the effects of body size and temperature on running speed in ants. Ecological Entomology 33, 144-154.",http://dx.doi.org/10.1111/j.1365-2311.2007.00962.x,Biotraits,null@null.invalid,
MTD2053,Foraging Velocity,Velocity of the whole animal when foraging for food,Foraging Velocity,Velocity of the whole animal when foraging for food,2.3,centimeter / (1 individual * 1 second),,,,0.023,meter / (individual * second),,,,,terrestrial,field,,,,,27.8,direct,celsius,,,,,,,,,,not stated,,,,,,,,"Bah�a Kino, Sonora, Mexico",,,,0,,28.828,-111.936,Acromyrmex versicolor,desert leaf-cutter ant,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Acromyrmex,versicolor,adult (worker),27.8,celsius,inferred (ambient),,,,,,field collected (at test temperature),,,,,,,,,,,,,9E-7,kilogram,wet body mass (point),9E-7,kilogram,,not stated,,,,9E-7,kilogram (wet body mass),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,body velocity,body movement,body movement,Fig 1,"Hurlbert A., F. Ballantyne & S. Powell 2008. Shaking a leg and hot to trot: the effects of body size and temperature on running speed in ants. Ecological Entomology 33, 144-154.",http://dx.doi.org/10.1111/j.1365-2311.2007.00962.x,Biotraits,null@null.invalid,
MTD2053,Foraging Velocity,Velocity of the whole animal when foraging for food,Foraging Velocity,Velocity of the whole animal when foraging for food,2.033333,centimeter / (1 individual * 1 second),,,,0.02033333,meter / (individual * second),,,,,terrestrial,field,,,,,28,direct,celsius,,,,,,,,,,not stated,,,,,,,,"Bah�a Kino, Sonora, Mexico",,,,0,,28.828,-111.936,Acromyrmex versicolor,desert leaf-cutter ant,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Acromyrmex,versicolor,adult (worker),28,celsius,inferred (ambient),,,,,,field collected (at test temperature),,,,,,,,,,,,,8E-7,kilogram,wet body mass (point),8E-7,kilogram,,not stated,,,,8E-7,kilogram (wet body mass),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,body velocity,body movement,body movement,Fig 1,"Hurlbert A., F. Ballantyne & S. Powell 2008. Shaking a leg and hot to trot: the effects of body size and temperature on running speed in ants. Ecological Entomology 33, 144-154.",http://dx.doi.org/10.1111/j.1365-2311.2007.00962.x,Biotraits,null@null.invalid,
MTD2053,Foraging Velocity,Velocity of the whole animal when foraging for food,Foraging Velocity,Velocity of the whole animal when foraging for food,2.4,centimeter / (1 individual * 1 second),,,,0.024,meter / (individual * second),,,,,terrestrial,field,,,,,28.2,direct,celsius,,,,,,,,,,not stated,,,,,,,,"Bah�a Kino, Sonora, Mexico",,,,0,,28.828,-111.936,Acromyrmex versicolor,desert leaf-cutter ant,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Acromyrmex,versicolor,adult (worker),28.2,celsius,inferred (ambient),,,,,,field collected (at test temperature),,,,,,,,,,,,,0.0000022,kilogram,wet body mass (point),0.0000022,kilogram,,not stated,,,,0.0000022,kilogram (wet body mass),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,,,,,body velocity,body movement,body movement,Fig 1,"Hurlbert A., F. Ballantyne & S. Powell 2008. Shaking a leg and hot to trot: the effects of body size and temperature on running speed in ants. Ecological Entomology 33, 144-154.",http://dx.doi.org/10.1111/j.1365-2311.2007.00962.x,Biotraits,null@null.invalid,
